U28900MH1984PTC034016,BHANSALI ENGINEERING INDUSTRIES PRIVATE LIMITED,Factory/plant,Abu Road plant: Sirohi District - 307026 Rajasthan - India Phone : 02974-226781 Fax : 02974-226737 Email :rpsraghav@bhansaliabs.com Internet :,24.4454258,72.7507354,Abu Rd,Abu Rd,Rajasthan
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,Factory/plant,Unit - IV: Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9702572,72.6386225,Ahmedabad,Ahmedabad,Gujarat
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,Factory/plant,Unit-II: Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9702572,72.6386225,Ahmedabad,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,SEZ Unit : Ahmedabad District - 382213 Gujarat - India Phone : Fax : Email : Internet :,23.0240529,72.6412153,Ahmedabad,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,Biologics Unit: Ahmedabad District - 382213 Gujarat - India Phone : Fax : Email : Internet :,23.0240529,72.6412153,Ahmedabad,Ahmedabad,Gujarat
U65990MH1941PTC003304,VADILAL PRIVATE LIMITED,Factory/plant,Forex Division: Ahmedabad - Gujarat - India Phone : 079-26564025 Fax : Email : Internet :,23.024672,72.6418092,Ahmedabad,Ahmedabad,Gujarat
U70100MH2004PTC136339,MAZDA ESTATES PRIVATE LIMITED,Factory/plant,Unit-Ill: Ahmedabad - 382415 Gujarat - India Phone : Fax : Email : Internet :,23.024672,72.6418092,Ahmedabad,Ahmedabad,Gujarat
L24230GJ1995PLC025878,CADILA HEALTHCARE LIMITED,Factory/plant,Diagnostic & re-agents manufacturing plant Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9671256,72.6466186,Ahmedabad,Ahmedabad,Gujarat
L24231GJ1998PLC034094,KIRI INDUSTRIES LIMITED,Factory/plant,Dyestuff Division: Ahmedabad - 382445 Gujarat - India Phone : 079-25894477 Fax : 079-25834960 Email :engage@kiriindustries.com Internet :,22.9671256,72.6466186,Ahmedabad,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,Diagnostic & re-agents manufacturing plant Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9671256,72.6466186,Ahmedabad,Ahmedabad,Gujarat
U24231GJ1991PLC015132,CADILA PHARMACEUTICALS LIMITED,Factory/plant,Diagnostic & re-agents manufacturing plant Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9671256,72.6466186,Ahmedabad,Ahmedabad,Gujarat
L24231GJ1991PLC015390,VADILAL CHEMICALS LIMITED,Factory/plant,Forex Division: Ahmedabad - Gujarat - India Phone : 079-26564025 Fax : Email : Internet :,22.9634787,72.6469109,Ahmedabad,Ahmedabad,Gujarat
L99999MH1963PLC012642,WINDSOR MACHINES LIMITED,Factory/plant,Vatva Unit: Ahmedabad - 382445 Gujarat - India Phone : Fax : Email : Internet :,22.9660226,72.6485193,Ahmedabad,Ahmedabad,Gujarat
L74999MH1989PLC052384,ROLTA INDIA LIMITED,Software Development Centre,Plot No. 565/1 Gandhinagar - 382008 Gujarat - India Phone : 02712-23241322 Fax : 02712-23238379 Email : Internet :,23.2055408,72.6520739,Ahmedabad,Ahmedabad,Gujarat
L29120GJ1990PLC014293,MAZDA LIMITED,Factory/plant,Plot No. 11 & 12 Ahmedabad - 382340 Gujarat - India Phone : Fax : Email : Internet :,23.0944423,72.6605192,Ahmedabad,Ahmedabad,Gujarat
U60300MH1991PLC059678,RELIANCE GAS PIPELINES LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0721994,72.6618234,Ahmedabad,Ahmedabad,Gujarat
L05190KA1921PLC036321,INGERSOLL-RAND (INDIA) LIMITED,Factory/plant,21-30 G.I.D.C. Estate Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0853238,72.6636007,Ahmedabad,Ahmedabad,Gujarat
U66010MH2001PLC167089,RELIANCE LIFE INSURANCE COMPANY LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0769847,72.6643171,Ahmedabad,Ahmedabad,Gujarat
L29120GJ1990PLC014293,MAZDA LIMITED,Factory/plant,Unit-Ill: Ahmedabad - 382415 Gujarat - India Phone : Fax : Email : Internet :,23.0244158,72.664566,Ahmedabad,Ahmedabad,Gujarat
L65910GJ1986PLC009088,MAZDA PROPERTIES LTD,Factory/plant,Unit-Ill: Ahmedabad - 382415 Gujarat - India Phone : Fax : Email : Internet :,23.0244158,72.664566,Ahmedabad,Ahmedabad,Gujarat
U24114MH1972PLC015706,MAZDA COLOURS LIMITED,Factory/plant,Unit-Ill: Ahmedabad - 382415 Gujarat - India Phone : Fax : Email : Internet :,23.0244158,72.664566,Ahmedabad,Ahmedabad,Gujarat
U24297MH2007PLC177163,RELIANCE POLYMERS (INDIA) LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0286168,72.6668552,Ahmedabad,Ahmedabad,Gujarat
L60300MH1988PLC049019,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U01100MH1999PLC120563,RELIANCE RETAIL LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U17120MH1998PLC114010,RELIANCE RETAIL LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U17120MH2007PTC177166,RELIANCE POLYESTER PRIVATE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U24110MH1990PLC059590,RELIANCE CHEMICALS LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U45400MH2007PLC171342,RELIANCE CORPORATE CENTRE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U51100GJ1991PLC016463,RELIANCE ENTERPRISES LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U51900MH2007PLC174470,RELIANCE BRANDS LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U52190MH2006PTC218260,RELIANCE INDIA PRIVATE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U64200MH2000PTC127498,RELIANCE NEXT NETWORK PRIVATE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U73100GJ1994NPL021139,RELIANCE RESEARCH INSTITUTE,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U74140MH2001PLC131458,RELIANCE CORPORATE IT PARK LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U74900MH1979GAP021087,RELIANCE WELFARE ASSOCIATION,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.090825,72.6716952,Ahmedabad,Ahmedabad,Gujarat
U23231GJ1991PTC016012,RELIANCE INDUSTRIAL ENTERPRISES PRIVATE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0969219,72.6733951,Ahmedabad,Ahmedabad,Gujarat
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0900752,72.6746464,Ahmedabad,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,Plot No. 14 Ahmedabad - 382410 Gujarat - India Phone : Fax : Email : Internet :,23.0228189,72.6777559,Ahmedabad,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,129/129-A Ahmedabad - 382410 Gujarat - India Phone : Fax : Email : Internet :,23.0228189,72.6777559,Ahmedabad,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,235-236 & Other Plants Ahmedabad - 382410 Gujarat - India Phone : Fax : Email : Internet :,23.0228189,72.6777559,Ahmedabad,Ahmedabad,Gujarat
U70100MH2004PTC136339,MAZDA ESTATES PRIVATE LIMITED,Registered Office & Factory,C/1-39/13/16 GIDC Ahmedabad - 382330 Gujarat - India Phone : 079-40007000 Fax : 079-26565605 Email :info@mazdalimited.com Internet : http://www.mazdalimited.com,23.1049898,72.6800215,Ahmedabad,Ahmedabad,Gujarat
U74999MH2006PLC218261,RELIANCE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.0684752,72.652116,Ahmedabad,Ahmedabad,Maharashtra
U18104UP1996PTC020863,ARVIND FOOTWEARS PRIVATE LIMITED,Factory/plant,Lifestyle Fabrics - Voiles: Ahmedabad - 380022 Gujarat - India Phone : 079-30137200 Fax : 079-30137350 Email :brijesh.bhati@arvind.in Internet :,23.0067411,72.5962429,Ahmedabad,Ahmedabad,
U32100GJ1993PTC019510,RELIANCE PHOTO FILMS PRIVATE LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.092749,72.673422,Ahmedabad,Ahmedabad,
L24230GJ1995PLC025878,CADILA HEALTHCARE LIMITED,R & D Centre,Survey No. 396 / 403 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9127385,72.4314974,Changodar,Ahmedabad,Gujarat
L15122MH1993PLC285633,SNOWMAN LOGISTICS LIMITED,Factory/plant,Plot No 329 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9321228,72.4489093,Changodar,Ahmedabad,Gujarat
U15122KA1993PLC048636,SNOWMAN LOGISTICS LIMITED,Factory/plant,Plot No 329 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9321228,72.4489093,Changodar,Ahmedabad,Gujarat
L34101PN1961PLC015735,GABRIEL INDIA LIMITED,Factory/plant,C-5 Tata Motors Vendor Park Ahmedabad District - 382170 Gujarat - India Phone : Fax : Email : Internet :,23.0207943,72.2749909,Chharodi,Ahmedabad,Gujarat
U15429AP1978PLC002337,RELIANCE CELLULOSE PRODUCTS LIMITED,Factory/plant,103/106 Ahmedabad - 382330 Gujarat - India Phone : Fax : Email : Internet :,23.030187,72.691273,Kathwada,Ahmedabad,Gujarat
U17120GJ2013PTC073807,ARVIND OG NONWOVENS PRIVATE LIMITED,Factory/plant,Arvind Polycot Gandhi Nagar Dist. - 382721 Gujarat - India Phone : 2764-395000 Fax : Email : Internet :,22.6180965,72.374759,Kharanti,Ahmedabad,Gujarat
U17120GJ2013PTC073807,ARVIND OG NONWOVENS PRIVATE LIMITED,Factory/plant,Lifestyle Fabrics - Voiles: Ahmedabad - 380022 Gujarat - India Phone : 079-30137200 Fax : 079-30137350 Email :brijesh.bhati@arvind.in Internet :,22.6180965,72.374759,Kharanti,Ahmedabad,Gujarat
U17120GJ2013PTC073807,ARVIND OG NONWOVENS PRIVATE LIMITED,Factory/plant,Arvind Intex Rajpur Road Ahmedabad - 380021 Gujarat - India Phone : 079-30139200 Fax : Email :navneet.sharma@arvind.in Internet :,22.6180965,72.374759,Kharanti,Ahmedabad,Gujarat
U17120GJ2013PTC073807,ARVIND OG NONWOVENS PRIVATE LIMITED,Factory/plant,Lifestyle Fabrics - Denim: Ahmedabad - 380025 Gujarat - India Phone : 079-30138000 Fax : 079-30138671 Email :subir.mukherjee@arvind.in Internet :,22.6180965,72.374759,Kharanti,Ahmedabad,Gujarat
U17120GJ2013PTC073807,ARVIND OG NONWOVENS PRIVATE LIMITED,Factory/plant,Ankur Textiles Ahmedabad - 380022 Gujarat - India Phone : Fax : Email : Internet :,22.6180965,72.374759,Kharanti,Ahmedabad,Gujarat
L55101KA1986PLC007392,ROYAL ORCHID HOTELS LIMITED,Factory/plant,Regenta: Ahmedabad - 380013 Gujarat - India Phone : Fax : Email : Internet :,23.026771,72.566418,Paldi,Ahmedabad,Gujarat
U55100KA2007PTC042315,ROYAL ORCHID RESORTS PRIVATE LIMITED,Factory/plant,Regenta: Ahmedabad - 380013 Gujarat - India Phone : Fax : Email : Internet :,23.026771,72.566418,Paldi,Ahmedabad,Gujarat
U55101KA2006PTC038712,ROYAL ORCHID SOUTH PRIVATE LIMITED,Factory/plant,Regenta: Ahmedabad - 380013 Gujarat - India Phone : Fax : Email : Internet :,23.026771,72.566418,Paldi,Ahmedabad,Gujarat
U55101KA2006PTC040290,ROYAL ORCHID ASSOCIATED HOTELS PRIVATE LIMITED,Factory/plant,Regenta: Ahmedabad - 380013 Gujarat - India Phone : Fax : Email : Internet :,23.026771,72.566418,Paldi,Ahmedabad,Gujarat
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
U18204DL2007PTC167216,NAVNEET GARMENTS PRIVATE LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
U28910DL2007PTC163603,NAVNEET AUTOTECH PRIVATE LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
U65910DL2010PTC203897,NAVNEET FINCAP PRIVATE LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
U67120WB1978PTC031368,NAVNEET TRADING AND INVESTMENT CO PVT LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
U70109WB2008PTC126418,NAVNEET PROMOTERS PRIVATE LIMITED,Factory/plant,Rakanpur Mehsana Dist. - Gujarat - India Phone : Fax : Email : Internet :,23.1065862,72.4842466,Rakanpur,Ahmedabad,Gujarat
L31901HP2009PLC031083,INOX WIND LIMITED,Factory/plant,Rohika Plant:- Plot No. 128 Ahmedabad - Gujarat - India Phone : Fax : Email : Internet :,22.6706796,72.2329509,Rohika,Ahmedabad,Gujarat
U45207GJ2012PLC070279,INOX WIND INFRASTRUCTURE SERVICES LIMITED,Factory/plant,Rohika Plant:- Plot No. 128 Ahmedabad - Gujarat - India Phone : Fax : Email : Internet :,22.6706796,72.2329509,Rohika,Ahmedabad,Gujarat
L27230HR1988PLC030333,AMTEK AUTO LIMITED,Factory/plant,Unit-XII: Sanand - Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L32201GJ1988PLC010331,SYMPHONY LIMITED,Factory/plant,703/704 Sanand Kadi Highway Mehsana District - 382728 Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L34300DL1986PLC026431,MOTHERSON SUMI SYSTEMS LIMITED,Factory/plant,Sanand Sanand - Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L34300HR1983PLC023187,RICO AUTO INDUSTRIES LIMITED,Factory/plant,Sanand Plant: Ahmedabad - 382170 Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L34300MH1986PLC284510,MOTHERSON SUMI SYSTEMS LIMITED,Factory/plant,Sanand Sanand - Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L74899DL1985PLC020134,SUBROS LIMITED,Factory/plant,E-1 TML Vendor Park Sanand - Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
L74899DL1988PLC032166,UFLEX LIMITED,Factory/plant,SM8 + SM10 Sanand - Gujarat - India Phone : Fax : Email : Internet :,22.9919637,72.3772986,Sanand,Ahmedabad,Gujarat
U24231GJ1999PLC035574,ENDURANCE HEALTHCARE LIMITED,Factory/plant,Plot nos. E4 and E21 GIDC Phase 2 Sanand - 382110 Gujarat - India Phone : Fax : Email : Internet :,22.9894591,72.3779991,Sanand,Ahmedabad,Gujarat
U28113MH1995PTC092249,ENDURANCE SYSTEMS (INDIA) PRIVATE LIMITED,Factory/plant,Plot nos. E4 and E21 GIDC Phase 2 Sanand - 382110 Gujarat - India Phone : Fax : Email : Internet :,22.9894591,72.3779991,Sanand,Ahmedabad,Gujarat
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,Factory/plant,Ajanta Industrial Estate Ahmedabad District - Gujarat - India Phone : Fax : Email : Internet :,23.0139827,72.3377294,Vasna Iyava,Ahmedabad,Gujarat
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,Factory/plant,D-1/A-B Ajanta Industrial Estate Ahmedabad District - 382170 Gujarat - India Phone : 02717-284567 Fax : 02717-284567 Email :sanand@dhanuka.com Internet : http://www.dhanuka.com,23.0139827,72.3377294,Vasna Iyava,Ahmedabad,Gujarat
L99999MH1969PLC014465,ARIES AGRO LIMITED (CN),Factory/plant,Shri Hari Oil Mill Compound Ahmedabad - 382110 Gujarat - India Phone : Fax : Email : Internet :,22.993686,72.3669564,Viramgam,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,103/104/115 to 118 Ahmedabad - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
L40104WB1981PLC033408,SKIPPER LIMITED,Factory/plant,Ahmedabad Unit : Ahmedabad - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
U24233GJ2010PLC059935,DISHMAN CARE LIMITED,Factory/plant,Survey No 47 Ahmedabad District - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
U25200WB1993PLC060734,SKIPPER PLASTICS LIMITED,Factory/plant,Ahmedabad Unit : Ahmedabad - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
U64202WB1994PLC063002,SKIPPER TELELINK LIMITED,Factory/plant,Ahmedabad Unit : Ahmedabad - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
U70102WB2003PLC096549,SKIPPER REALTIES LIMITED,Factory/plant,Ahmedabad Unit : Ahmedabad - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8712941,72.3074326,,Ahmedabad,Gujarat
L24230GJ1983PLC006329,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Factory/plant,Survey No 47 Ahmedabad District - 382220 Gujarat - India Phone : Fax : Email : Internet :,22.8805427,72.3596069,,Ahmedabad,Gujarat
L24110MH1947PLC005719,PIRAMAL ENTERPRISES LIMITED,Factory/plant,Plot Nos.18 and 19 - PHARMEZ Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.8727488,72.4013125,,Ahmedabad,Gujarat
L28920MH1949PLC006870,BLUE STAR LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,18/P 20th Mile Stone Ahmedabad District - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
L29259GJ1991PLC015182,AIA ENGINEERING LIMITED,Factory/plant,Plot Nos. 70-77 Survey Nos. 423/P 426/P & 427/P Mahagujarat In Ahmedabad District - 382213 Gujarat - India Phone : Fax : Email :snj@aiaengineering.com Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,R & D Centre,Survey No. 396 / 403 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U24231GJ1991PLC015132,CADILA PHARMACEUTICALS LIMITED,R & D Centre,Survey No. 396 / 403 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U31400MH2010PLC204612,BLUE STAR ENGINEERING & ELECTRONICS LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U36911MH2008PTC188710,BLUE STAR DIAMONDS PRIVATE LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U45200MH1990PTC055968,BLUE STAR REALTORS PRIVATE LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U65993MH2006PTC165505,BLUE STAR INVESTMENTS AND FINANCIAL SERVICE PRIVATE LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U70101TN2005PTC055383,BLUE STAR REAL ESTATE PRIVATE LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U72200KA2006PTC041312,BLUE STAR INFOTECH BUSINESS INTELLIGENCE AND ANALYTICS PRIVATE LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U74210MH2003PLC143207,BLUE STAR DESIGN AND ENGINEERING LIMITED,Factory/plant,501/3 503/2 Ahmedabad - 382213 Gujarat - India Phone : Fax : Email : Internet :,22.9179686,72.4139787,,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,API Unit : Ahmedabad - 382210 Gujarat - India Phone : Fax : Email : Internet :,22.9260246,72.4849861,,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,Formulation Unit: Ahmedabad District - 382210 Gujarat - India Phone : Fax : Email : Internet :,22.9260246,72.4849861,,Ahmedabad,Gujarat
U24231GJ1973PLC002286,CADILA LABORATORIES PRIVATE LIMITED,Factory/plant,Topical Unit: Ahmedabad District - 382210 Gujarat - India Phone : Fax : Email : Internet :,22.9260246,72.4849861,,Ahmedabad,Gujarat
L15201GJ1994PLC023490,ZYDUS WELLNESS LIMITED,Factory/plant,7A 7B & 8 Ahmedabad District - Gujarat - India Phone : Fax : Email :dhavalsoni@zyduscadila.com Internet :,23.022475,72.5715183,,Ahmedabad,Gujarat
L24110GJ1995PLC024052,MEGHMANI ORGANICS LIMITED,Factory/plant,Agro Division I: Ahmedabad District - Gujarat - India Phone : 2717-273251 Fax : 2717-273254 Email :helpdesk@meghmani.com Internet :,23.022475,72.5715183,,Ahmedabad,Gujarat
L25200GJ1996PLC029134,ASTRAL POLY TECHNIK LIMITED,Factory/plant,Gujarat Unit: Ahmedabad District - Gujarat - India Phone : Fax : Email :co@astralpipes.com Internet :,23.022475,72.5715183,,Ahmedabad,Gujarat
L29224GJ1986PLC009151,JAY ENERGY AND S ENERGIES LTD,Factory/plant,Survey No.327 Ahmedabad District - Gujarat - India Phone : Fax : Email : Internet :,23.022475,72.5715183,,Ahmedabad,Gujarat
L17115PB1979PLC003994,SHREYANS INDUSTRIES LIMITED,Factory/plant,Shreyans Papers Sangrur District - 148021 Punjab - India Phone : 1675-240347 Fax : 1675-240512 Email :spm@shreyansgroup.com Internet :,30.6686304,75.8348968,Ahmedgarh,Ahmedgarh,Punjab
L31402WB1947PLC014919,EXIDE INDUSTRIES LIMITED,Factory/plant,E-5 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1503725,74.6927354,Ahmednagar,Ahmednagar,Maharashtra
L31900MH2015PLC262254,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,Factory/plant,C-19 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
L31900MH2015PLC262254,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,Factory/plant,A-28 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
L99999MH1937PLC002641,CROMPTON GREAVES LIMITED,Factory/plant,C-19 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
L99999MH1937PLC002641,CROMPTON GREAVES LIMITED,Factory/plant,A-28 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
U31900MH2014PLC258217,CROMPTON GREAVES CONSUMER PRODUCTS LIMITED,Factory/plant,C-19 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
U31900MH2014PLC258217,CROMPTON GREAVES CONSUMER PRODUCTS LIMITED,Factory/plant,A-28 MIDC Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1575396,74.6929594,Ahmednagar,Ahmednagar,Maharashtra
L27109PN1999PLC016417,ISMT LIMITED,Factory/plant,MIDC Industrial Area Ahmednagar - 414111 Maharashtra - India Phone : Fax : Email : Internet :,19.1556501,74.6954704,Ahmednagar,Ahmednagar,Maharashtra
L28910MH1977PLC019569,METALYST FORGINGS LIMITED,Factory/plant,Unit l : Ahmednagar - 0 Maharashtra - India Phone : Fax : Email : Internet :,19.0948287,74.7479789,Ahmednagar,Ahmednagar,Maharashtra
L29112PN1978PLC088972,KIRLOSKAR INDUSTRIES LIMITED,Factory/plant,Ahmednagar Ahmednagar - Maharashtra - India Phone : Fax : Email : Internet :,19.0948287,74.7479789,Ahmednagar,Ahmednagar,Maharashtra
